time,SST
2005-04-21,10.793
2005-04-22,10.709
2005-04-23,10.895999999999999
2005-04-24,10.947
2005-04-25,10.863999999999999
2005-04-26,10.472
2005-04-27,10.23
2005-04-28,10.126
2005-04-29,10.26
2005-04-30,10.261
2005-05-01,10.291
2005-05-02,10.358
2005-05-03,10.523
2005-05-04,10.292
2005-05-05,10.083
2005-05-06,10.135
2005-05-07,10.142999999999999
2005-05-08,10.012
2005-05-09,9.697
2005-05-10,9.737
2005-05-11,9.802
2005-05-12,9.761
2005-05-13,9.696
2005-05-14,9.649
2005-05-15,9.551
2005-05-16,9.368
2005-05-17,9.03
2005-05-18,9.01
2005-05-19,9.02
2005-05-20,8.873999999999999
2005-05-21,8.783000000000001
2005-05-22,8.89
2005-05-23,9.334999999999999
2005-05-24,9.424
2005-05-25,9.276
2005-05-26,9.208
2005-05-27,8.703
2005-05-28,8.561
2005-05-29,8.547
2005-05-30,8.562000000000001
2005-05-31,8.654
2005-06-01,8.704
2005-06-02,8.776
2005-06-03,8.876999999999999
2005-06-04,8.657
2005-06-05,8.41
2005-06-06,8.303
2005-06-07,8.527000000000001
2005-06-08,8.794999999999998
2005-06-09,9.030999999999999
2005-06-10,9.068
2005-06-11,8.850000000000001
2005-06-12,8.739999999999998
2005-06-13,8.401
2005-06-14,8.259
2005-06-15,7.8969999999999985
2005-06-16,7.715
2005-06-17,7.821999999999999
2005-06-18,7.829000000000001
2005-06-19,7.5
2005-06-20,7.57
2005-06-21,7.629000000000001
2005-06-22,7.524999999999999
2005-06-23,7.492000000000001
2005-06-24,7.454000000000001
2005-06-25,7.4190000000000005
2005-06-26,7.376999999999999
2005-06-27,7.390999999999998
